# Sources: GUM, OntoNotes
performance	1
crotchety	1
Panamanian	1
WPP	1
whitewalled	1
Atlanta	1
Giant	1
cell	1
ancient	1
mild	1
intriguing	1
Soviet	1
pending	1
Bonanza	1
prevailing	1
ambitious	1
available	1
73	1
Massachusetts	1
Socialist	1
disadvantage	1
anti-hooligan	1
heat	1
combined	1
basketball	1
big	1
antiviral	1
oil	1
Helen	1
media	1
Vienna	1
tailed	1
insurance	1
separate	1
Hollywood	1
lease	1
voice	1
picked	1
benchmark	1
Quickview	1
educational	1
national	1
deteriorating	1
Street	1
news	1
scheduled	1
Joe	1
cent	1
water	1
37	1
Richard	1
anti-government	1
Commerce	1
Ford	1
surrounding	1
Panama	1
pro-choice	1
eastern	1
Candu	1
negotiating	1
Barry	1
DLC	1
said	1
Hoffman	1
Refcorp	1
free	1
non-profit	1
Champs	1
loan	1
con	1
party	1
brokerage	1
Racketeer	1
MCI	1
that	1
novelist	1
Watts	1
Berlin	1
tiny	1
March	1
Biny	1
Czech	1
lonely	1
Philadelphia	1
disputed	1
LDP	1
floor	1
unloaded	1
tall	1
Roe	1
Berbera	1
major	1
bribery	1
single	1
real	1
initial	1
familiar	1
deceased	1
only	1
preliminary	1
studio	1
Saatchi	1
Australian	1
coveted	1
awaited	1
proposed	1
famous	1
apple	1
quirky	1
OPEC	1
landmark	1
