# Sources: GUM, OntoNotes
the Department	37
The Philistines	37
South Carolina	37
the North Koreans	37
stock - market	36
American Express	36
Fannie Mae	36
San Diego	36
The Son	36
Freddie Mac	36
the Iraqis	35
the Federal Reserve	35
Mr. Dinkins	35
The Israelites	34
The White House	34
the Constitution	34
George W. Bush	34
Vojislav Kostunica	34
Northern Ireland	34
the Israelis	33
Al Qaeda	33
interest - rate	33
Southeast Asia	33
The United States	33
the Soviets	32
health - care	32
the Democrats	32
deficit - reduction	32
the Russians	32
Mr. Barak	32
Mr. Keating	32
Capitol Hill	32
the State Department	32
Karl Rove	32
Peng Li	32
chief operating officer	31
all the Israelites	31
the Philippines	31
the State Council	31
Merrill Lynch	31
a vice president	31
San Jose	31
Mr. Peters	31
The President	31
Mr. Phelan	31
Late Edition	31
the Netherlands	31
Unnamed space station	31
Michael Jackson	30
BBC News	30
Red Cross	30
the Lamb	30
the master piece	30
St. Louis	30
The Spirit	30
Costa Rica	30
the Navy	30
Hillary Clinton	30
Martha Stewart	30
East Germany	30
Mrs. Yeargin	29
Eastern Europe	29
capital gains	29
the Taliban	29
the world economy	29
Bosnia - Herzegovina	29
New Delhi	29
Mr. Lang	29
Latin America	29
the president	29
Mrs. Thatcher	29
Mr. Guber	29
health care	29
the Dow	28
North America	28
October 1987	28
the UK	28
vice chairman	28
Mr. Lawson	28
Eighth Route	28
The Treasury	27
April 23rd	27
Treasury bonds	27
Bill Clinton	27
tens of thousands	27
the National Assembly	27
The US	27
the Palestinian Authority	27
the National Association	26
index arbitrage	26
Bin Laden	26
House - Senate	25
The Fed	25
Mr. Engelken	25
the Congress	25
the Justice Department	25
a news conference	25
the Legislative Yuan	25
New Mexico	25
the Office	24
the Institute	24
Hundred Regiments	24
Gaza Strip	24
NPR News	24
State Department	24
the Council	24
The House	24
war crimes	24
the Central Committee	24
Las Vegas	24
Telerate Systems Inc	24
Russian President	24
the Rockets	24
the World Series	24
International Business Machines Corp.	23
the Security Council	23
Mr. Honecker	23
the Contras	23
money management	23
the Secretary	23
Mr. Breeden	23
Pan Am	23
the `` Cole ''	23
the RTC	23
Mr. Roman	23
Debra Perlingiere	23
face value	23
year end	23
program - trading	23
Lien Chan	22
Hsueh Chi - kuang	22
the Holy Box	22
the Lord Jesus Christ	22
Taiwan firms	22
the U.S. market	22
investment - grade	22
oil prices	22
Simon Peter	22
chief executive	22
Tuesday night	22
money - market	22
the Amalekites	22
Treasury bills	21
the Reagan administration	21
the East	21
the Vice President	21
the Bay area	21
the Commerce Department	21
Mr. Brady	21
Justice Department	21
Chien - chien	21
Judy Miller	21
the Taiwan Strait	21
Drexel Burnham Lambert Inc.	21
President Chen	21
the U.S. currency	21
last Friday	21
the Gulf	21
Mr. Phillips	21
the Republic	21
the Cole	21
bankruptcy - law	21
Zheng Bing	21
Mr. Nixon	21
James Soong	21
government officials	21
Three Gorges	20
First Boston Corp.	20
Palo Alto	20
the Party	20
American Airlines	20
Mr. Greenspan	20
the ANC	20
General Motors Corp.	20
the Bay Bridge	20
Black Monday	20
consumer price	20
Taipei City	20
the City	20
the US government	20
the Standing Committee	20
Mr. Putin	20
Brooks Brothers	20
Mr. Pilson	20
peace talks	20
Mr. Hahn	20
the Most Holy Place	20
Urban Development	20
overseas Chinese	20
the Times	20
former President	20
Mr. Ross	20
Bush administration	20
General Electric Co.	20
November delivery	20
the Washington Post	19
the Iranians	19
Oct. 31	19
the Communist Party	19
Mr. Kostunica	19
Gramm - Rudman	19
insurance companies	19
The Senate	19
The Ministry	19
the Arameans	19
Beverly Hills	19
Qichen Qian	19
Shearson Lehman Hutton Inc.	19
Mr. Baker	19
Yasser Arafat	19
credit - card	19
a Jew	19
El Salvador	19
the U.K.	19
the `` USS Cole	19
health insurance	19
the FDA	19
U.S. government	19
Merrill Lynch Capital Markets	19
North Carolina	19
the Ammonites	19
New Hampshire	19
the European Union	19
Navigation Mixte	19
the Chicago Board	19
the Interior	18
the Year	18
Hidden Nook	18
the USS Cole	18
Mr. Lee	18
Sixty Minutes	18
Yasukuni Shrine	18
US officials	18
Mr. Rey	18
the Persian Gulf	18
the death penalty	18
New York City	18
Asia - Pacific	18
the Journal	18
Ehud Barak	18
late Monday	18
Guangdong Province	18
Communist Party	18
the London market	18
The Bush administration	18
Iran - Contra	18
the investment environment	17
the EC	17
a press conference	17
cell phone	17
The Pentagon	17
September 11	17
the Exchequer	17
CBS News	17
last Thursday	17
Osama Bin Laden	17
the U.S. economy	17
Saturday night	17
the EU	17
late Friday	17
Mr. Carpenter	17
Ariel Sharon	17
Ford Motor Co.	17
Beth Shemesh	17
investment banking	17
UN Secretary General	17
Puerto Rico	17
tomorrow morning	17
Futures prices	17
April 6	16
Great Britain	16
abortion - rights	16
the South	16
a senior vice president	16
General Motors Acceptance Corp.	16
The Jews	16
money managers	16
Newport Beach	16
First Boston	16
the Baptizer	16
Dick Cheney	16
TV dramas	16
the European Community	16
The Palestinians	16
phone calls	16
British Columbia	16
Northern California	16
Morgan Stanley	16
the Sunnis	16
National Taiwan University	16
the growth rate	16
March 31	16
the Prime Minister	16
Nov. 15	16
Bond prices	16
Mrs. Hills	16
market share	16
merchant banking	16
Ronald Reagan	16
the Chinese Communist Party	16
U. S.	16
Zemin Jiang	16
The Father	16
the Kingdom	15
U.S. companies	15
June 4	15
Mr. Kasparov	15
December delivery	15
Phil Newell	15
the Valley	15
the States	15
the Yangtze River	15
Diago Chiu	15
US President	15
September 1988	15
the Commodity Exchange	15
L.J. Hooker	15
European Community	15
Oct. 1	15
lung cancer	15
late Tuesday	15
department - store	15
department stores	15
The Big Board	15
RU - 486	15
Zhou Enlai	15
early October	15
a Republican	15
Ye Daying	15
Mr. Arafat	15
Hewlett - Packard	15
Kansas City	15
the Iraq war	15
National Security	15
the Arabs	15
Federal Reserve	15
bond prices	15
Mr. Seidman	15
Federal Express	14
carbon dioxide	14
Premier Peng Li	14
United Airlines	14
last March	14
San Antonio	14
pension funds	14
Carol St. Clair	14
The IRS	14
Central America	14
all Israel	14
October 1988	14
Bear Stearns	14
consul general	14
Mr. Smith	14
Calif .	14
the War	14
the Cultural Revolution	14
the Association	14
stock exchange	14
Blue Arrow	14
East Berlin	14
Tele - Communications	14
the junk market	14
Sri Lanka	14
the Mount	14
the Earth	14
family members	14
EB 3889	14
the World Bank	14
the Far East	14
" one China "	14
insider trading	14
the work force	14
The December contract	14
Internal Revenue	14
the Cold War	14
the State Administration	14
the EPA	14
al Qaeda	14
the UN Security Council	14
Posting station	14
Ish Bosheth	14
Southern California	14
the U.S. government	14
Mr. Gonzalez	13
Ginnie Mae	13
the vice president	13
The Justice Department	13
Lisa Mullins	13
coalition forces	13
Focus Today	13
administration officials	13
a President	13
the Republicans	13
New England	13
Teng Hsiang - yang	13
King Jeroboam	13
an import order	13
money center	13
Wu Chien - lo	13
May 1	13
the Khmer Rouge	13
Shearson Lehman Hutton	13
Scoring High	13
The Pharisees	13
these Jews	13
information disclosure	13
the true God	13
Human Services	13
Ramoth Gilead	13
US troops	13
rue Saint - Denis	13
Defense Secretary	13
General Motors	13
FEDERAL NATIONAL MORTGAGE ASSOCIATION	13
Ms. Volokh	13
Mr. Lorenzo	13
Mr. Azoff	13
debt securities	13
Eli Lilly	13
Oct. 19	13
John McCain	13
These rate indications	13
Hewlett - Packard Co.	13
stock funds	13
U.S. forces	13
Santa Fe	13
Islamic Jihad	13
Mr. Wathen	13
the Federal Reserve Board	13
the year - earlier period	13
the SAR government	13
Al - Waleed	13
Radio Free Europe	13
West Virginia	13
last October	13
Governor Bush	13
this Temple	13
the U.S. unit	13
dollar deposits	13
Sao Paulo	13
the Army	13
the GOP	13
Taipei County	13
a peace agreement	13
yesterday morning	13
Major League	13
Air France	13
the disaster area	13
late Wednesday	13
Control Data	13
President Kostunica	13
Philip Morris	13
East Germans	13
Treasury Secretary	12
Rhode Island	12
the Rafida	12
Sony Corp.	12
Mr. Thompson	12
the `` Cole	12
hundreds of thousands	12
Litigation Sciences	12
the Wushe Incident	12
Western Europe	12
Jan. 1	12
The stock market	12
the Pacific	12
Senate Majority Leader	12
last June	12
State Council	12
Mr. Semel	12
processing trade	12
Gen. Noriega	12
Digital Equipment Corp.	12
David Mayer	12
Mike Wallace	12
The Soviet Union	12
the U.S. Supreme Court	12
income tax	12
the Giants	12
Salomon Brothers Inc	12
President - elect	12
Osama bin Laden	12
Time Warner	12
US forces	12
President Reagan	12
American Brands	12
the Philistine	12
neighboring countries	12
Pu Hua - chih	12
mortgage securities	12
Statistics Canada	12
a phone call	12
National Chengchi University	12
year - end	12
Third World	12
the Prophet	12
yesterday afternoon	12
LONDON LATE EURODOLLARS	12
CBS Inc.	12
Boeing Co.	12
Little Oxford	12
the Executive Yuan	12
King Ben-Hadad	12
The Holy Spirit	12
the CTI	12
Mr. Peterson	12
Joe Lieberman	12
Salomon Brothers Inc.	12
Mr. Hunt	12
hip - hop	12
futures contracts	12
Tumen River	12
Chairman Mao	12
Colin Powell	12
the Word	12
the LTTE	12
Mr. Maynard	12
Xiang Wang	12
share prices	12
Lord God	12
police officers	12
Foreign Exchange	12
the Kursk	12
Des Moines	12
the Box	12
Mr. Alexander	12
South Gardens	12
the Air Force	12
Lee Teng - hui	12
Mr. Straszheim	12
Environmental Protection	12
the textile industry	12
state officials	12
the Straits	12
Mrs. Ward	12
a Sabbath day	12
Deep Throat	12
Mr. Laff	12
the Lord God	12
Fulton Prebon -LRB- U.S.A . -RRB- Inc	12
the New Party	12
Monday morning	11
U.S. Memories	11
South Asia	11
David Coler	11
Mr. Miller	11
Mr. Lorin	11
the USA	11
Al Jazeera	11
De Beers	11
the Great Tangshan Earthquake	11
the Labor Department	11
Santa Cruz	11
Dave Deforest	11
World Series	11
Fujian Province	11
American business history	11
Eric Lin	11
Wolf Blitzer	11
consumer prices	11
Manufacturers Hanover	11
The State Department	11
East Timor	11
a percentage point	11
Spring Festival	11
investment bankers	11
TREASURY BILLS	11
Al - Jazeera	11
the Beatles	11
American Express Co.	11
the Communists	11
Exxon Corp.	11
Richard Nixon	11
Coca - Cola	11
late September	11
the Kingdom Holding Company	11
Santa Clara	11
no God	11
Mr. Boren	11
the blood sacrifice	11
the Transportation Department	11
the Book	11
Friday afternoon	11
other commodity markets	11
market economy	11
Tel Aviv	11
operating profit	11
the Republican Party	11
Prince Al - Waleed	11
British Aerospace	11
climate change	11
The FBI	11
Guber - Peters	11
life insurance	11
East Third Ring Road	11
Long Island	11
Senator Kyl	11
brokerage firms	11
Nov. 1	11
managing director	11
the New Year	11
last December	11
the Richter scale	11
the British	11
Lake Galilee	11
PaineWebber Inc.	11
The United Nations	11
a peace deal	11
lower interest rates	11
Mr. Morishita	11
missile defense	11
the personal income tax	11
Oct. 5	11
the parent company	11
the Passover meal	11
Hsia Yang	11
Natural Gas	11
the Committee	11
Sen. Mitchell	11
The percent difference	11
United Kingdom	11
the Chicago Mercantile Exchange	11
FEDERAL HOME LOAN MORTGAGE CORP .	11
cable - TV	11
Foreign Minister	11
Sun Ming	11
the Seas	11
Deutsche Bank	11
the Center	11
Oklahoma City	11
Goldman Sachs	11
Mr. Andersson	11
Mrs. Marcos	11
last May	10
the trade deficit	10
Candlestick Park	10
Wang Peirong	10
Learning Materials	10
Buenos Aires	10
September 21	10
the Kuomintang	10
the Chinese Communists	10
Article II	10
Homeland Security	10
Senate Democrats	10
industry executives	10
The Israeli Army	10
The Hague	10
the federal Bankruptcy Code	10
Gansu Province	10
The Soviets	10
Mitsubishi Estate	10
Chrysler Corp.	10
East Coast	10
the Bay Area	10
The Lamb	10
Foreign Relations	10
Zhang Sheng	10
the Bureau	10
the International Monetary Fund	10
the Gore campaign	10
Mr. Johnson	10
Hurricane Katrina	10
U.S. News	10
Mr. Wu	10
Mr. Chan	10
Dr. Fortier	10
wax apples	10
congestion pricing	10
Qintex Australia	10
the hill country	10
Mr. McDonough	10
the Capital Market Authority	10
Fidel Castro	10
Mary Magdalene	10
the Pacific Ocean	10
Mr. Glass	10
Senator Schumer	10
the Academia Sinica	10
Bob Woodward	10
vice minister	10
the Straits Foundation	10
Washington Post	10
Gulf Power	10
GE Capital	10
the city gate	10
Robert Taylor	10
Baltic Sea	10
Gao Xingjian	10
Valerie Plame	10
Random House	10
Beijing Municipality	10
General Electric	10
Banco Exterior	10
Senator Lieberman	10
the Agreement	10
Mr. Guzman Cabrera	10
Highland Valley	10
the banking system	10
the Shiites	10
Mr. McDuffie	10
security forces	10
Monday night	10
Three Sixty	10
North China	10
Kim Jong - Il	10
Deng Xiaoping	10
poison pills	10
high interest rates	10
Mr. Allen	10
Financial Times	10
Bob Glascoff	10
Judas Iscariot	10
last April	10
Columbia Pictures Entertainment Inc.	10
Yang Yang	10
Mr. Mason	10
South America	10
Shearson Lehman Hutton Inc	10
Sex Offenders	10
traffic congestion	10
gas prices	10
Taiwan independence	10
a reorganization plan	10
Small Business	10
early November	10
Sara Shackleton	10
Senator McConnell	9
Donald Rumsfeld	9
Associated Press	9
Scooter Libby	9
Fort Worth	9
college students	9
Abu Ghraib	9
the National Museum	9
pork - barrel	9
opening up	9
the Treasury market	9
executive director	9
The Navy	9
Dean Witter	9
VOA correspondent	9
Iraqi security forces	9
the abortion issue	9
Treasury Securities	9
DISCOUNT RATE	9
sales tax	9
the Mideast	9
the World Trade Organization	9
the National Development Bank	9
Mr. President	9
Bush - Cheney	9
Security Council	9
an American	9
King Agrippa	9
tax collectors	9
Un Chien Andalou	9
federal Judge	9
next Tuesday	9
party politics	9
exchange - rate	9
the processing trade	9
telephone calls	9
the Nikkei index	9
the credit union	9
export credit	9
the interior	9
a heart attack	9
February 13th	9
the Kitchen God	9
Mr. Rosen	9
a cell phone	9
Public Health	9
Royal Caribbean	9
Yeh Chin - tai	9
Abu Dhabi	9
the Zhengtai Railway	9
the Egyptians	9
Time magazine	9
Far East	9
Capital Markets	9
Mao - tai	9
money funds	9
London E17	9
machine tool	9
Jonathan Barnard	9
the Barents Sea	9
David Coller	9
the Dominican Republic	9
the Organization	9
the development zone	9
Ms. Johnson	9
money market	9
Mr. Sisulu	9
one percentage point	9
Jimmy Lin	9
John King	9
East bloc	9
the tax cut	9
corporate America	9
lending practices	9
Yunlin County	9
the poverty line	9
consumer goods	9
Mike Hanna	9
Laura Li	9
the Red Cross	9
the Joint Chiefs	9
Dr. Blumenfeld	9
circuit breakers	9
minority interests	9
brand loyalty	9
northern China	9
the State	9
Palm Beach	9
Dec. 1	9
the U.S. dollar	9
utilization management	9
Hua Guofeng	9
President Putin	9
the Voice	9
arms - control	9
Nanning City	9
Ms. Bartlett	9
Crystal City	9
the Caribbean	9
the Bush campaign	9
Stock prices	9
World War Two	9
the news media	9
The Merc	9
Burger King	9
the US military	9
the Court	9
last November	9
the CBOE	9
the Merc	9
program traders	9
Director Ba	9
Texas Air Corp.	9
MERRILL LYNCH READY ASSETS TRUST	9
the Desert	9
former Prime Minister	9
shelf offering	9
wage increases	9
Mr. Lane	9
blood sugar	9
Dec. 15	9
market participants	9
the business community	9
Judge O'Kicki	9
the Olympics	9
April 1987	9
Thrift Supervision	9
Jingguang Bridge	9
the past year	9
The Arameans	9
the National Cancer Institute	9
Friday the 13th	9
the Straits Association	9
U.S. troops	9
Johns Hopkins	9
risk management	8
investment - banking	8
the Socialist Party	8
the LDP	8
Mr. Fromstein	8
Mr. Thomson	8
President Vladimir Putin	8
the Gulf War	8
The Dow	8
Friday morning	8
the Vietnam War	8
the police station	8
market conditions	8
Vanity Fair	8
the Indians	8
Mr. Kaye	8
King Josiah	8
Palestinian Authority	8
the bond market	8
exchange rates	8
July 31	8
government agencies	8
the Museum	8
T. Rowe Price	8
Mrs. Clinton	8
UAL Corp.	8
the Defense Department	8
skin care	8
President Zemin Jiang	8
the Sadducees	8
World Report	8
the Marines	8
secretary general	8
Pharaoh Neco	8
Mr. Milosevic	8
K mart	8
King Hazael	8
energy prices	8
Money Fund	8
West Texas	8
The SEC	8
the Cabinet	8
the Midwest	8
power plants	8
the inflation rate	8
Ye Zhengming	8
the CPA	8
Mr. Ortega	8
portfolio managers	8
Mr. Freeman	8
Soong Chen - yuan	8
Wu Tsung - sheng	8
a conference call	8
Enron Corp.	8
Nuclear Power	8
Tom ?	8
Far South	8
Waertsilae Marine	8
Sichuan Province	8
Federal Home Loan Mortgage Corp.	8
Mr. Papandreou	8
Secretary Rice	8
venture capital	8
President Chen Shui - bian	8
the PLO	8
group vice president	8
El Paso	8
Some Jews	8
the Authority	8
U.S. Marines	8
Sunday morning	8
King Herod	8
law - enforcement	8
Chinese New Year	8
Kay Mann	8
the Atlantic	8
Meet The Press	8
Breck Ardery	8
John Roberts	8
the National Institutes	8
11 September	8
producer price	8
Campeau Corp.	8
Coca - Cola Co.	8
San Mateo	8
Mortgage securities	8
bankruptcy court	8
Shandong Province	8
The Lord God	8
the California earthquake	8
the Grinch	8
Menlo Park	8
Jian Song	8
Persian Gulf	8
Professor Zhou	8
Investment - grade	8
Bill Safire	8
colon cancer	8
the Moabites	8
King Ahaziah	8
Cargill Ferrous	8
the U.S. trade deficit	8
CIA leak	8
Bay area	8
the General Assembly	8
Working Woman	8
capital goods	8
Mr. Cheney	8
futures prices	8
Santa Ana	8
The Washington Post	8
August 1988	8
Latin American	8
The Japanese	8
Mr. Gandhi	8
Company officials	8
Las Colinas	8
Ross Dunn	8
George W Bush	8
child - care	8
the Western World	8
Western Union	8
income - tax	8
Southern Anhui	8
Mexico City	8
the cease - fire	8
Sammy Sosa	8
Government officials	8
Mr. Sharon	8
Southern Co.	8
Israeli Foreign Minister	8
Columbia University	8
British Prime Minister	8
The base rate	8
the Balkans	8
Tom DeLay	8
the Hittite	8
Mr. Goldberg	8
Mr. Savaiko	8
Jabesh Gilead	8
Charlie Cook	8
National Assembly	8
Cheng Yung - gwo	8
last January	8
video games	8
the Loose	8
the USSR	8
heating oil	8
Cambria County	8
King Hezekiah	8
Ms. Bogart	8
Samuel Alito	8
Sept. 25	8
the FHA	8
Teddy Z	8
suicide murders	8
First Boston Corp	8
credit cards	8
cash flow	8
forest products	8
Sen. Cranston	8
a company spokesman	8
follow - up	8
the CD	8
Prince Charles	8
War Crimes	8
Mr. Stoll	8
Fenghua Garden	8
consumer electronics	8
Mr. Roberts	8
Kuala Lumpur	8
the Most High God	8
unemployment benefits	8
West Coast	8
bank loans	8
the Clinton administration	8
Government National Mortgage Association	8
Peng Dehuai	8
the security situation	8
interest payments	8
major market activity	8
money laundering	8
Shaanxi Province	8
depository institutions	8
Hydro - Quebec	8
October 1999	8
securities firms	8
mountain - bike	8
Mr. Boyd	8
La Guardia	8
the gold medal	8
May 1988	8
Washington state	8
some Jews	8
leveraged buy - outs	8
Warner Communications Inc.	8
Fairfax County	8
index - arbitrage	8
COMMERCIAL PAPER	8
fellowship offerings	8
the police department	8
the Northeast	8
Orange County	8
drug trafficking	7
Northern Virginia	7
the Euphrates River	7
the price level	7
customer service	7
the Galapagos Islands	7
Qingdao residents	7
Backer Spielvogel Bates	7
Chemical Bank	7
Class A	7
a travel agent	7
King Jehoshaphat	7
the Strait	7
the Lord All-Powerful	7
construction spending	7
Dean Witter Reynolds Inc.	7
N.Y .	7
The Goddess	7
the Minister	7
Economic Development	7
home appliances	7
earthquake forecasting	7
Assistant Secretary	7
southern Iraq	7
the money supply	7
Mr. Annan	7
the French	7
King Rehoboam	7
Zhaizi Village	7
Mr. Price	7
the Han	7
Mr. Sorrell	7
home - equity	7
the Suez Canal	7
the Orange Workers	7
the mooring operation	7
Unleavened Bread	7
the disaster areas	7
Laurie Cassman	7
Arianna Huffington	7
market makers	7
Saturday morning	7
Grand Rapids	7
Kentucky Fried Chicken	7
Ed ,	7
the Cherub angels	7
the District	7
Pentagon officials	7
country people	7
Ta Ai	7
a telephone interview	7
King Joram	7
Mt. Everest	7
Texas Instruments	7
Paul Hackett	7
local benefit - seeking	7
program trades	7
office space	7
Union Bank	7
Mass .	7
French President	7
Sir Alan	7
The Supreme Court	7
Treasury bill	7
the Fifth	7
US Navy	7
Prudential Insurance Co.	7
Luneng Group	7
National Geographic	7
Fed Chairman	7
Mr. Lantos	7
discount stamps	7
Ben Ginsberg	7
Jim Miklaszewski	7
Elisabeth Bumiller	7
The Chinese	7
the NP	7
the Mississippi River	7
Voting Rights	7
Christopher MacDonald	7
junk mail	7
Mr. Gillett	7
Channel One	7
earthquake relief	7
Mr. Masson	7
Ralph Nader	7
News Night	7
the Nobel Prize	7
flight attendants	7
Liu Hai	7
the Federal Reserve Bank	7
human rights	7
General Dynamics Corp.	7
lung - cancer	7
Tim Kaine	7
Commerce Department	7
Commodity Futures	7
President Bill Clinton	7
mass transit	7
U.S. Army	7
the Nimitz Freeway	7
the Berlin Wall	7
CALL MONEY	7
the futures market	7
AMR Corp.	7
electricity generation	7
the California Department	7
search engines	7
all Americans	7
Dr. Vogelstein	7
Red Sea	7
Bankers Trust	7
the Democratic Party	7
class - action	7
the Shuidong Development Zone	7
opposition leader	7
Mt. Ali	7
New Haven	7
enemy lines	7
a trade group	7
the U.S.S.R.	7
the Olympic Games	7
Mr. Brawer	7
the Kurds	7
price changes	7
Mr. Bergsma	7
Huai River	7
the Thao	7
Mark Felt	7
a growth rate	7
Mr. Moon	7
Yugoslav President	7
Aden Harbor	7
machine guns	7
Credit Suisse	7
Ms. Chiang	7
Major Market	7
Gen. Scowcroft	7
Taiwan authorities	7
the NAHB	7
bird flu	7
Daimler - Benz	7
Reliable Sources	7
news reports	7
a school bus	7
Mr. Warren	7
U.S. - Soviet	7
Ft. Worth	7
Qintex Entertainment	7
Prudential - Bache Securities Inc.	7
January 1987	7
former Israeli Prime Minister	7
year - earlier levels	7
George Harrison	7
the Bible	7
the US Congress	7
most Americans	7
Taco Bell	7
Bobby Thomson	7
the U.S. Embassy	7
Central Command	7
Thelma Wahl	7
the world market	7
Labor Day	7
Shuang - tzu	7
Corey Flintoff	7
world - class	7
Hooker Corp.	7
English language	7
the Asian Development Bank	7
the mainland authorities	7
the space shuttle	7
PaineWebber Inc	7
Remic mortgage securities	7
the Passover festival	7
department store	7
U.S. Treasury	7
investor confidence	7
Stock - index	7
death metal	7
David Broder	7
The Good News	7
Mr. Runkel	7
Inner Mongolia	7
the recording industry	7
February 1988	7
Mr. Daly	7
Sadr City	7
a Sunday	7
U.S. policy	7
the Chinese Academy	7
the Egyptian Islamic Jihad	7
Good Friday	7
traffic control	7
the Shia	7
the torch relay	7
Mr. Douglas	7
Vladimir Putin	7
T V	7
April 1986	7
the army officer	7
Mr. Taler	7
East - West	7
tax increases	7
Mainland Affairs	7
the status quo	7
Chang Ming - sui	7
Vermont - Slauson	7
The discount rate	7
Mr. Anderson	7
Mr. Evans	7
Rick Lazio	7
the Passover	7
Jiangsu province	7
Grand Justices	7
the Israeli Prime Minister	7
Mr. Laband	7
Bay Area	7
Louis Freeh	7
the East Coast	7
the city wall	7
the MOFA	7
US Secretary	7
Wang Chunqing	7
the Fourth Nuclear Power Plant	7
the Journal survey	7
Outer Mongolia	7
sea level	7
Banc One	7
credit card	7
the United Kingdom	7
MCA Inc.	7
the judgment day	7
the security forces	7
arms control	7
a buy - out	7
four Palestinians	7
Shi'nao Mountain	7
the Resolution Trust Corp.	7
late November	7
self - control	7
an executive vice president	7
Mrs. Robinson	7
Du Pont	7
construction projects	7
Mr. Mulford	7
the Rothschilds	7
Friday night	7
Oliver North	7
General Dynamics	7
Mr. Simmons	7
King Amaziah	7
the Evil One	7
John M Wethy	7
Mr. Green	7
the Nazis	7
British Airways	7
house prices	7
U.S. aid	7
the Great Depression	7
the next President	7
last July	7
air - freight	7
the National Institute	7
child labor	7
Peter Pan	7
land use	7
the parking lot	7
month end	7
Cultural Affairs	7
exchange officials	7
Mr. Hanky	7
the devil	7
the American Stock Exchange	7
Zhejiang Province	6
Community Development	6
April 1	6
Petroleum Exporting Countries	6
the space station	6
Fresenius USA	6
National Defense	6
the family members	6
Wrigley Field	6
Mr. Utsumi	6
Disease Control	6
Bond Corp.	6
Bare - Faced Messiah	6
Mr. Gore	6
Mr. Hastings	6
skip - generation	6
ozone depletion	6
a death sentence	6
Judge Leval	6
Israeli helicopter gunships	6
Kim .	6
Mr. Eddington	6
A company spokesman	6
Fidelity Investments	6
a telephone call	6
Lucy Dalglish	6
First Union	6
John Lennon	6
the exchange rate	6
February 6th	6
John Harwood	6
the Macao issue	6
January 16th	6
Foreign Ministry	6
Pali Rural Township	6
that Good News	6
the Stick	6
the Chinese New Year	6
the Persians	6
ad rates	6
Egyptian President	6
Oct. 17	6
self - incrimination	6
Navy officials	6
the computer industry	6
the Democratic Progressive Party	6
Judge Keenan	6
Rudy Giuliani	6
the Federal Trade Commission	6
South Pacific	6
Shimon Peres	6
earthquake victims	6
the U S	6
The Association	6
the APEC meeting	6
Jia Bangyou	6
the air force	6
Ms. Rose	6
defense lawyers	6
the minister	6
Mr. Katz	6
Saint Louis	6
war criminals	6
Al - Qaida	6
Chung Hsing	6
17 U.S. sailors	6
a trade deficit	6
consumer products	6
Lantau Island	6
Drexel Burnham Lambert Inc	6
Industrial Development	6
a Pharisee	6
one China	6
the Foreign Ministry	6
the Shihkang Work Station	6
Kidder Peabody	6
the December contract	6
British government bonds	6
exchange rate	6
Apple Computer Inc.	6
South Dakota	6
the South Pacific	6
the army building	6
the US economic recession	6
Florida law	6
Grandma Wu	6
U.S. exports	6
Texas Air	6
Mr. Florio	6
cash management	6
Tieying Li	6
test scores	6
the Titanic	6
the New Fourth Army	6
Taichung County	6
North Dakota	6
David Gregory	6
the auction house	6
