医院	organization	organization	157
文章	abstract	work_of_art	157
土地	abstract	abstract	155
收入	quantity	money	155
领导	person	person	155
故事	event	event	154
电影	abstract	work_of_art	154
访问	event	event	154
政党	organization	organization	153
决定	abstract	abstract	152
民主	abstract	abstract	152
巴勒斯坦人	person	person	152
农业	abstract	abstract	151
飞机	object	product	151
支持	abstract	abstract	149
价格	quantity	money	148
压力	abstract	abstract	148
成员	person	person	148
成本	quantity	money	148
儿童	person	person	146
网站	object	product	146
外国	place	place	145
意见	abstract	abstract	145
战略	abstract	abstract	145
灾区	place	place	145
国务院	organization	organization	145
路	object	product	144
阶段	time	time	144
奖	abstract	abstract	143
声明	abstract	abstract	143
程度	abstract	abstract	143
国会	organization	organization	142
下面	abstract	abstract	141
华人	person	person	141
工人	person	person	141
来源	abstract	abstract	141
事故	event	event	140
作品	abstract	work_of_art	139
妈妈	person	person	139
律师	person	person	139
要求	abstract	abstract	139
附近	place	place	139
当局	organization	organization	138
男子	person	person	138
警察	person	person	138
贷款	quantity	money	138
事实	abstract	abstract	137
人民币	quantity	money	137
事业	abstract	abstract	136
农民	person	person	136
西方	place	place	136
人才	person	person	135
人类	abstract	abstract	135
任务	event	event	134
半岛	place	place	134
时期	time	time	134
运动	event	event	134
武器	object	product	133
状况	abstract	abstract	133
爸爸	person	person	133
科学	abstract	abstract	133
家里	place	place	132
文学	abstract	work_of_art	132
英文	language	language	132
案	event	event	131
交流	abstract	abstract	131
目的	abstract	abstract	131
领袖	person	person	131
优势	abstract	abstract	130
规定	abstract	law	130
国外	place	place	129
导弹	object	product	129
母亲	person	person	129
法庭	organization	organization	129
爆炸	event	event	128
发言人	person	person	128
进出口	abstract	abstract	128
妈	person	person	127
方法	abstract	abstract	127
结构	abstract	abstract	127
价值	quantity	money	126
ｑｕｏｔ	quantity	quantity	126
事儿	event	event	125
变化	abstract	abstract	125
意思	abstract	abstract	125
特区	place	place	125
经营	abstract	abstract	124
行政	abstract	abstract	124
重点	abstract	abstract	124
首都	place	place	124
水	substance	substance	123
农村	place	place	123
权利	abstract	abstract	123
自由	abstract	abstract	123
范围	abstract	abstract	123
资产	quantity	money	123
速度	abstract	abstract	123
态度	abstract	abstract	122
石油	substance	substance	122
了解	abstract	abstract	121
大选	event	event	121
机制	abstract	abstract	121
方	organization	organization	120
业务	abstract	abstract	120
主任	person	person	120
人数	quantity	quantity	120
原则	abstract	law	120
建筑	object	product	120
海外	place	place	120
设备	object	product	120
手	object	object	119
儿子	person	person	119
房子	object	product	119
标准	abstract	abstract	119
铁路	object	product	119
市长	person	person	118
经贸	abstract	abstract	118
统计	abstract	abstract	118
立法院	organization	organization	118
局势	abstract	abstract	117
模式	abstract	abstract	117
小组	organization	organization	116
观众	person	person	116
法官	person	person	115
体制	abstract	abstract	114
国民	person	person	114
老板	person	person	114
议会	organization	organization	114
努力	abstract	abstract	113
基地	place	place	113
社会主义	abstract	abstract	113
分子	substance	substance	112
副总统	person	person	112
建议	abstract	abstract	111
比赛	event	event	111
州	place	place	110
别人	person	person	110
群众	person	person	109
攻击	abstract	abstract	108
竞争	abstract	abstract	108
商业	abstract	abstract	107
生物	abstract	abstract	107
祖国	place	place	107
进展	abstract	abstract	107
难民	person	person	107
团体	organization	organization	106
县	place	place	105
病毒	substance	substance	105
大会	event	event	104
形势	abstract	abstract	104
方向	abstract	abstract	104
联盟	abstract	abstract	104
说法	abstract	abstract	104
资料	object	product	104
秘书长	person	person	104
司法	abstract	law	103
店	place	place	102
保险	abstract	abstract	102
家属	person	person	102
总额	quantity	money	102
权力	abstract	abstract	102
炸弹	object	product	102
办公室	place	place	102
员工	person	person	101
地位	abstract	abstract	101
状态	abstract	abstract	101
程序	object	product	101
立场	abstract	abstract	101
身体	substance	substance	101
候选人	person	person	101
同胞	person	person	100
因素	abstract	abstract	100
文件	object	product	100
方案	abstract	abstract	100
现象	abstract	abstract	100
需求	abstract	abstract	100
年	time	time	99
仪式	event	event	99
反应	abstract	abstract	99
嫌犯	person	person	99
搜索	abstract	abstract	99
海军	organization	organization	99
理由	abstract	abstract	99
联邦	organization	organization	99
进程	event	event	99
住房	place	place	98
商品	object	product	98
学者	person	person	98
电脑	object	product	98
邪教	organization	organization	98
内阁	organization	organization	97
形式	abstract	abstract	97
感觉	abstract	abstract	97
男人	person	person	97
质量	abstract	abstract	97
行政院	organization	organization	97
作家	person	person	96
动物	animal	animal	96
社区	place	place	96
制裁	abstract	abstract	95
成果	abstract	abstract	95
行业	abstract	abstract	95
财政	abstract	abstract	95
贡献	abstract	abstract	95
外交部	organization	organization	95
心	substance	substance	94
保护	abstract	abstract	94
小孩	person	person	93
希望	abstract	abstract	93
公园	place	place	92
民间	abstract	abstract	92
代表团	organization	organization	92
研究所	organization	organization	92
点	abstract	abstract	91
体育	abstract	abstract	91
全国	place	place	91
加工	abstract	abstract	91
政权	abstract	abstract	91
材料	substance	substance	91
稳定	abstract	abstract	91
立委	organization	organization	91
观点	abstract	abstract	91
评论	abstract	abstract	91
字	object	product	90
专业	abstract	abstract	90
合同	object	product	90
娱乐	abstract	abstract	90
宗教	organization	organization	90
晶片	object	product	90
BBS	organization	organization	89
总值	quantity	money	89
思想	abstract	abstract	89
总统府	place	place	89
负责人	person	person	89
人生	abstract	abstract	88
同学	person	person	88
宪法	abstract	law	88
干部	person	person	88
级	abstract	abstract	87
内地	place	place	87
角色	person	person	87
参议院	organization	organization	87
禽流感	abstract	disease	87
工资	quantity	money	86
风险	abstract	abstract	86
天	substance	substance	85
关注	abstract	abstract	85
女子	person	person	85
成绩	abstract	abstract	85
自然	substance	substance	85
人物	person	person	84
实力	abstract	abstract	84
比例	quantity	quantity	84
竞选	event	event	84
开发区	place	place	84
号	time	time	83
姓	abstract	abstract	83
事务	abstract	abstract	83
同时	time	time	83
外长	person	person	83
美军	organization	organization	83
胜利	abstract	abstract	83
航空	abstract	abstract	83
选择	abstract	abstract	83
美国人	person	person	83
票	object	product	82
信心	abstract	abstract	82
公众	person	person	82
心理	abstract	abstract	82
案件	event	event	82
讲话	abstract	abstract	82
楼	place	place	81
公民	person	person	81
健身	event	event	81
利润	abstract	abstract	81
医生	person	person	81
士兵	person	person	81
基金	abstract	abstract	81
声音	substance	substance	81
工厂	organization	organization	81
广播	abstract	abstract	81
日子	time	time	81
海关	organization	organization	81
革命	event	event	81
安理会	organization	organization	81
上面	abstract	abstract	80
帮助	abstract	abstract	80
报纸	object	product	80
死者	person	person	80
身上	abstract	abstract	80
身份	abstract	abstract	80
资讯	abstract	abstract	80
选手	person	person	80
预算	abstract	abstract	80
股市	abstract	abstract	79
进口	abstract	abstract	79
中年	abstract	abstract	78
传统	abstract	abstract	78
看法	abstract	abstract	78
空间	abstract	abstract	78
袭击	event		78
议员	person		78
训练	event		78
飞弹	abstract	abstract	78
人家	person		77
争议	abstract	abstract	77
内部	abstract	abstract	77
医疗	abstract	abstract	77
女性	abstract	abstract	77
天气	abstract	abstract	77
市民	person		77
想法	abstract	abstract	77
损失	abstract	abstract	77
数量	quantity	quantity	77
理论	abstract	abstract	77
行	organization	organization	76
准备	abstract	abstract	76
国防	abstract	abstract	76
数字	quantity	quantity	76
数据	object	object	76
机关	object	object	76
犯罪	event	event	76
网路	abstract	work_of_art	76
观念	abstract	abstract	76
角度	abstract	abstract	76
议题	abstract	abstract	76
者	person	person	75
博士	person	person	75
困难	abstract	abstract	75
妇女	person	person	75
委员	person	person	75
学院	organization	organization	75
小说	abstract	abstract	75
捐款	quantity	money	75
欢迎	abstract	abstract	75
健康	abstract	abstract	74
共识	abstract	abstract	74
博客	object	object	74
周年	time	time	74
大使	person	person	74
形象	abstract	abstract	74
手段	abstract	abstract	74
抗议	event	event	74
标题	abstract	abstract	74
财产	quantity	money	74
趋势	abstract	abstract	74
船	object	product	73
业者	person	person	73
斗争	abstract	abstract	73
旅游	abstract	abstract	73
气氛	abstract	abstract	73
武装	organization	organization	73
生意	abstract	abstract	73
规划	abstract	abstract	73
选票	object	object	73
参议员	person	person	73
岛	place	place	72
法	abstract	law	72
爸	person	person	72
分析	abstract	abstract	72
外贸	abstract	abstract	72
年代	time	time	72
时报	abstract	work_of_art	72
示威	abstract	abstract	72
老人	person	person	72
职务	abstract	abstract	72
调整	abstract	abstract	72
采访	event	event	72
音乐	abstract	work_of_art	72
人大	organization	organization	71
关键	abstract	abstract	71
地点	place	place	71
对话	abstract	abstract	71
工具	object	product	71
院长	person	person	71
区	place	place	70
功能	abstract	abstract	70
垃圾	object	product	70
威胁	abstract	abstract	70
救灾	event	event	70
民意	abstract	abstract	70
联系	abstract	abstract	70
语言	abstract	work_of_art	70
里头	place	place	70
班	organization	organization	69
危险	abstract	abstract	69
广告	object	product	69
我国	organization	organization	69
效果	abstract	abstract	69
日报	object	product	69
照片	object	product	69
生态	abstract	abstract	69
移民	abstract	abstract	69
药物	object	product	69
西岸	place	place	69
消费者	person	person	69
信用	abstract	abstract	68
保障	abstract	abstract	68
军方	organization	organization	68
官方	organization	organization	68
报导	abstract	abstract	68
用户	person	person	68
背景	abstract	abstract	68
费用	quantity	money	68
轿车	object	product	68
金额	quantity	product	68
会	event	event	67
卫星	object	product	67
地址	place	place	67
局长	person	person	67
现实	abstract	abstract	67
职工	person	person	67
英语	language	language	67
共和国	organization	organization	67
老百姓	person	person	67
南	abstract	abstract	66
期	time	time	66
交易	event	event	66
做法	abstract	abstract	66
地带	place	place	66
妻子	person	person	66
家人	person	person	66
审判	abstract	abstract	66
控制	abstract	abstract	66
援助	event	event	66
救援	event	event	66
监狱	place	place	66
资本	quantity	money	66
防御	abstract	abstract	66
首脑	person	person	66
place.	place	place	65
名	object	object	65
体系	abstract	abstract	65
小学	organization	organization	65
情报	object	object	65
概念	abstract	abstract	65
灾难	event	event	65
百姓	person	person	65
设计	abstract	abstract	65
面积	quantity	quantity	65
领土	abstract	abstract	65
村	place	place	64
主权	abstract	abstract	64
听众	person	person	64
女儿	person	person	64
情绪	abstract	abstract	64
文明	abstract	abstract	64
港口	place	place	64
特色	abstract	abstract	64
电台	place	place	64
穷人	person	person	64
表现	abstract	abstract	64
记录	object	product	64
预报	abstract	abstract	64
北	place	place	63
处	place	place	63
产值	quantity	quantity	63
感情	abstract	abstract	63
村民	person	person	63
焦点	abstract	abstract	63
能源	substance	substance	63
进步	abstract	abstract	63
人力	abstract	abstract	62
创作	abstract	work_of_art	62
区域	place	place	62
基因	object	object	62
消费	event	event	62
画面	object	object	62
立法	abstract	law	62
通讯	abstract	abstract	62
需要	abstract	abstract	62
反对派	organization	organization	62
计算机	object	product	62
三通	abstract	abstract	61
乡镇	place	place	61
军人	person	person	61
势力	abstract	abstract	61
卫生	abstract	abstract	61
品牌	abstract	abstract	61
处理	abstract	abstract	61
死亡	abstract	abstract	61
环保	abstract	abstract	61
物质	object	object	61
理财	abstract	abstract	61
药品	object	product	61
重建	abstract	work_of_art	61
鱼	animal	animal	60
女人	person	person	60
外汇	quantity	money	60
尸体	object	object	60
检查	abstract	abstract	60
发信站	place	place	60
反对党	organization	organization	60
厂	place	place	59
使用	abstract	abstract	59
位置	place	place	59
股份	abstract	abstract	59
基金会	organization	organization	59
天然气	substance	substance	59
百步蛇	animal	animal	59
竞争力	abstract	abstract	59
被害人	person	person	59
头	object	object	58
兴趣	abstract	abstract	58
北方	place	place	58
恐怖	abstract	abstract	58
条约	abstract	law	58
男性	abstract	abstract	58
生日	date	date	58
食品	object	object	58
首相	person	person	58
课	abstract	abstract	57
伙伴	person	person	57
信区	place	place	57
协定	abstract	abstract	57
夫妇	abstract	abstract	57
学习	abstract	abstract	57
总部	place	place	57
油价	quantity	money	57
股票	quantity	money	57
可能性	abstract	abstract	57
研讨会	event	event	57
核	substance	substance	56
爱	abstract	abstract	56
例子	abstract	abstract	56
中间	place	place	56
名字	abstract	abstract	56
外面	place	place	56
效益	abstract	abstract	56
短信	object	object	56
国务卿	person	person	56
文	abstract	work_of_art	55
茶	object	product	55
蛇	animal	animal	55
化工	abstract	work_of_art	55
决议	abstract	abstract	55
外界	abstract	abstract	55
桧木	object	object	55
统一	abstract	abstract	55
经费	abstract	abstract	55
讨论	abstract	abstract	55
资格	abstract	abstract	55
边境	place	place	55
销售	abstract	abstract	55
十运会	event	event	55
支持者	person	person	55
董事长	person	person	55
ｂｒｅａｔｈ	abstract	abstract	55
会员	person	person	54
前景	abstract	abstract	54
好处	abstract	abstract	54
对象	person	person	54
成功	abstract	abstract	54
民国	time	time	54
发信人	person	person	54
检察官	person	person	54
系	organization	organization	53
丈夫	person	person	53
和谈	abstract	abstract	53
夫人	person	person	53
大楼	object	object	53
客户	person	person	53
实验	event	event	53
局面	abstract	abstract	53
心情	abstract	abstract	53
年龄	abstract	abstract	53
挑战	abstract	abstract	53
结论	abstract	abstract	53
罪行	abstract	abstract	53
财富	quantity	money	53
道德	abstract	abstract	53
队伍	organization	organization	53
高层	abstract	abstract	53
面	abstract	abstract	52
主管	person	person	52
境内	place	place	52
学术	abstract	abstract	52
导演	person	person	52
意识	abstract	abstract	52
智慧	abstract	abstract	52
海峡	place	place	52
游戏	object	object	52
纪录	abstract	abstract	52
网上	abstract	abstract	52
车辆	object	product	52
国内外	place	place	52
党员	person	person	51
子女	person	person	51
成就	abstract	abstract	51
拥堵	abstract	abstract	51
指控	abstract	abstract	51
族群	person	person	51
死刑	abstract	abstract	51
污染	abstract	abstract	51
潜艇	object	product	51
行程	abstract	abstract	51
货物	object	product	51
风格	abstract	abstract	51
顾问	person	person	51
科学院	organization	organization	51
中文	language	language	50
动作	abstract	abstract	50
名单	object	object	50
各界	abstract	abstract	50
南部	place	place	50
将军	person	person	50
房屋	object	object	50
文字	object	object	50
明星	person	person	50
理念	abstract	abstract	50
电信	organization	organization	50
秩序	abstract	abstract	50
西部	place	place	50
论文	abstract	work_of_art	50
话题	abstract	work_of_art	50
邮票	object	product	50
残疾人	person	person	50
青少年	person	person	50
书记	person	person	49
创新	abstract	abstract	49
化学	abstract	work_of_art	49
姐姐	person	person	49
对手	person	person	49
州长	person	person	49
改造	abstract	abstract	49
监督	abstract	abstract	49
保税区	place	place	49
公务员	person	person	49
实验室	place	place	49
总经理	person	person	49
声	substance	substance	48
代价	abstract	abstract	48
会长	person	person	48
城镇	place	place	48
差距	abstract	abstract	48
游客	person	person	48
疾病	abstract	abstract	48
证据	object	object	48
财经	abstract	abstract	48
选民	person	person	48
副主席	person	person	48
博物馆	place	place	48
眼	object	object	47
药	object	product	47
全民	person	person	47
劳工	person	person	47
印象	abstract	abstract	47
后面	abstract	abstract	47
大战	event	event	47
家族	person	person	47
家长	person	person	47
年级	organization	organization	47
机械	abstract	work_of_art	47
法规	abstract	law	47
舆论	abstract	abstract	47
解决	abstract	abstract	47
遗产	object	product	47
边界	place	place	47
大法官	person	person	47
邦交国	place	place	47
菜	object	product	46
习惯	abstract	abstract	46
典礼	event	event	46
工伤	abstract	abstract	46
平民	person	person	46
校园	place	place	46
朝野	place	place	46
治疗	abstract	abstract	46
纺织	abstract	work_of_art	46
通信	abstract	work_of_art	46
队员	person	person	46
限制	abstract	abstract	46
青年	person	person	46
障碍	abstract	abstract	46
台湾人	person	person	46
电视剧	abstract	work_of_art	46
身	abstract	abstract	45
边	place	place	45
厂商	organization	organization	45
北部	place	place	45
情形	abstract	abstract	45
指标	abstract	abstract	45
敌人	person	person	45
条例	abstract	law	45
眼睛	object	object	45
货币	object	object	45
金牌	object	object	45
俱乐部	organization	organization	45
基督教	abstract	work_of_art	45
孩子们	person	person	45
伤亡	abstract	abstract	44
会晤	event	event	44
介绍	abstract	abstract	44
主题	abstract	abstract	44
创业	abstract	abstract	44
力度	abstract	abstract	44
地球	object	object	44
女士	person	person	44
小姐	person	person	44
投入	abstract abstract		44
手机	object	product	44
投票	abstract	abstract	44
歹徒	person	person	44
游行	event	event	44
申请	abstract	abstract	44
航展	event	event	44
路线	abstract	abstract	44
国防部	organization	organization	44
报	object	product	43
劳动	abstract	abstract	43
司机	person	person	43
太太	person	person	43
待遇	abstract	abstract	43
必要	abstract	abstract	43
时刻	time	time	43
春节	time	time	43
校长	person	person	43
灾害	abstract	abstract	43
特点	abstract	abstract	43
现金	quantity	money	43
研发	abstract	abstract	43
签证	abstract	abstract	43
管道	object	product	43
经历	abstract	abstract	43
纤维	object	product	43
老婆	person	person	43
距离	abstract	abstract	43
大地震	event	event	43
新闻网	object	object	43
记者会	event	event	43
驱逐舰	object	product	43
旅	organization	organization	42
义务	abstract	abstract	42
冲击	abstract	abstract	42
公安	organization	organization	42
分局	organization	organization	42
咱们	person	person	42
周边	abstract	abstract	42
国中	organization	organization	42
国小	organization	organization	42
大厦	object	object	42
女孩	person	person	42
心里	abstract	abstract	42
改变	abstract	abstract	42
旅行	abstract	abstract	42
旁边	place	place	42
渠道	abstract	abstract	42
统治	abstract	abstract	42
舞台	place	place	42
色情	abstract	abstract	42
运输	abstract	work_of_art	42
迹象	abstract	abstract	42
里边	place	place	42
副总理	person	person	42
原住民	person	person	42
投资者	person	person	42
分歧	abstract	abstract	41
周围	place	place	41
少年	person	person	41
意外	abstract	abstract	41
思考	abstract	abstract	41
权益	abstract	abstract	41
火车	object	product	41
礼拜	time	time	41
航运	abstract	work_of_art	41
街头	place	place	41
负担	abstract	abstract	41
错误	abstract	abstract	41
飞船	object	product	41
众议院	organization	organization	41
现代化	abstract	abstract	41
资本家	person	person	41
运动会	event	event	41
风	substance	substance	40
中外	abstract	abstract	40
亲人	person	person	40
东部	place	place	40
人群	person	person	40
债券	quantity	money	40
南方	place	place	40
各地	place	place	40
同志	person	person	40
哥哥	person	person	40
旋律	abstract	abstract	40
收费	abstract	abstract	40
样子	abstract	abstract	40
灾民	person	person	40
物价	abstract	abstract	40
素质	abstract	abstract	40
解释	abstract	abstract	40
财团	organization	organization	40
读者	person	person	40
试验	abstract	abstract	40
邻居	person	person	40
道理	abstract	work_of_art	40
预测	abstract	abstract	40
流亡	event	event	15
目前	time	time	881
服刑 	event	event	7
细节	abstract	abtract	32
处理	event	event	220
特赦	event	event	15
治病	event	event	6
首领	person	person 10
政变	event	event 21
绑架	event 	event 	25
画作	object	object	10
书籍	object	object	15
写作	event	event	26
画	object	object	29
画家	person	person	11
书店	organization	organization	22
书籍	object	object	15
短期	time	time	29
日	time	time 171
美元	quantity	money	676
欧元	quantity	money	5
元	quantity	money	602
权威	abstract	abstract	11
制造业	abstract	abstract	20
业	abstract	abstract	6
电气	abstract	abstract	18
污染物	object	object	4
物	object	object	23
总量	quantity	quantity	37
效率	abstract	abstract	36
直辖市	place	city	18
